departmentId,sourceDepartment,campus,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage,sourceFile,normalizedTitle,matchedCourseId,matchedCourseTitle,matchedCourseType,matchedCategory,matchedGroup,matchStatus,matchConfidence
iyo,医用,世田谷,水,2,前期後,1,乙,基礎体育(1b),椿原 徹也 山田 盛朗 岩本 哲也 山口 良博,sab123208,-,対象[26-26],,,11,2026世田谷キャンパス前期.pdf,基礎体育(1b),TCU-PE-1B,基礎体育(1b),elective-required,体育科目,共通分野,exact,1.0
iyo,医用,世田谷,木,1,前期前,1,乙,物理学実験(a),糸井 充穂 小野 督幸 金子 核 片山 龍一,saa144101,物理学実験,対象[26-26],"対開講(木1,木2) 室(62H)",,11,2026世田谷キャンパス前期.pdf,物理学実験(a),,,,,,unmatched,0
iyo,医用,世田谷,木,1,前期前,2,乙,医用電磁気学及び演習(a),都甲 浩芳,saa141105,12L,対象[25-21],"対開講(月1,木1) ○",○,11,2026世田谷キャンパス前期.pdf,医用電磁気学及び演習(a),MD-231,医用電磁気学及び演習(a),required,専門科目,電気・電子・情報系,exact,1.0
iyo,医用,世田谷,木,1,前期前,3,乙,解剖･生理学,杉本 潤,saa141102,11F,対象[24-21],"対開講(月1,木1)",,11,2026世田谷キャンパス前期.pdf,解剖・生理学,,,,,,unmatched,0
iyo,医用,世田谷,木,1,前期後,1,乙,物理学実験(b),糸井 充穂 小野 督幸 金子 核 片山 龍一,sab144102,物理学実験,対象[26-26],"対開講(木1,木2) 室(62H)",,11,2026世田谷キャンパス前期.pdf,物理学実験(b),,,,,,unmatched,0
iyo,医用,世田谷,木,1,前期後,2,乙,医用電磁気学及び演習(b),都甲 浩芳,sab141106,13J,対象[25-21],"対開講(月1,木1) ○",○,12,2026世田谷キャンパス前期.pdf,医用電磁気学及び演習(b),MD-232,医用電磁気学及び演習(b),required,専門科目,電気・電子・情報系,exact,1.0
iyo,医用,世田谷,木,1,前期後,3,乙,内科・診断学,早坂 信哉,sab141104,12M,対象[24-16],"対開講(月1,木1)",,12,2026世田谷キャンパス前期.pdf,内科・診断学,,,,,,unmatched,0
iyo,医用,世田谷,木,2,前期前,1,乙,物理学実験(a),糸井 充穂 小野 督幸 金子 核 片山 龍一,saa144101,物理学実験,対象[26-26],"対開講(木1,木2) 室(62H)",,12,2026世田谷キャンパス前期.pdf,物理学実験(a),,,,,,unmatched,0
iyo,医用,世田谷,木,2,前期前,2,乙,医用電気回路,京相 雅樹,saa141204,1BC,対象[25-19],"対開講(月2,木2)",,12,2026世田谷キャンパス前期.pdf,医用電気回路,MD-233,医用電気回路,required,専門科目,電気・電子・情報系,exact,1.0
iyo,医用,世田谷,木,2,前期前,2,乙,生物学(1),宮崎 正峰,saa001231,31A,対象[25-16],"対開講(月2,木2)",,12,2026世田谷キャンパス前期.pdf,生物学(1),,,,,,unmatched,0
iyo,医用,世田谷,木,2,前期前,3,乙,生化学,小林 千尋,saa141205,12N,対象[24-16],"対開講(月2,木2)",,12,2026世田谷キャンパス前期.pdf,生化学,,,,,,unmatched,0
iyo,医用,世田谷,木,2,前期後,1,乙,物理学実験(b),糸井 充穂 小野 督幸 金子 核 片山 龍一,sab144102,物理学実験,対象[26-26],"対開講(木1,木2) 室(62H)",,12,2026世田谷キャンパス前期.pdf,物理学実験(b),,,,,,unmatched,0
iyo,医用,世田谷,木,2,前期後,2,乙,生物学(1),宮崎 正峰,sab001232,31B,対象[25-16],"対開講(月2,木2)",,12,2026世田谷キャンパス前期.pdf,生物学(1),,,,,,unmatched,0
