departmentId,sourceDepartment,day,period,term,gradeYear,className,title,teacher,lectureCode,room,target,remarks,requiredFlag,sourcePage
kikai,機械,水,1,前期,2,,流れ学及び演習・実験,西部 光一,saz113102,61A,対象[25-21],"対開講(水1,水2)",○,1
kikai,機械,水,1,前期前,1,,データサイエンスリテラシー(1),齊藤 飛鳥,saa113101,21C,対象[26-20],"対開講(水1,水2)",,1
kikai,機械,水,1,前期後,3,,材料強度学,白木 尚人,sab113103,12B,対象[24-17],"対開講(水1,水2)",,1
kikai,機械,水,2,前期,2,,流れ学及び演習・実験,西部 光一,saz113102,61A,対象[25-21],"対開講(水1,水2)",,1
kikai,機械,水,2,前期前,1,,データサイエンスリテラシー(1),齊藤 飛鳥,saa113101,21C,対象[26-20],"対開講(水1,水2)",,1
kikai,機械,水,2,前期後,3,,材料強度学,白木 尚人,sab113103,12B,対象[24-17],"対開講(水1,水2)",,1
kikai,機械,水,3,前期,3,,機械工学実験(2),三原 雄司 藤間 卓也 亀山 雄高 岸本 喜直 櫻井 俊彰 西部 光一 及川 昌訓,saz113301,各研究室,対象[20-17],"対開講(水3,水4)",,2
kikai,機械,水,4,前期,3,,機械工学実験(2),三原 雄司 藤間 卓也 亀山 雄高 岸本 喜直 櫻井 俊彰 西部 光一 及川 昌訓,saz113301,各研究室,対象[20-17],"対開講(水3,水4)",,2
kikai,機械,木,1,前期,2,,機械力学(1)及び演習・ 実験,櫻井 俊彰 矢作 修一,saz114102,71A,対象[25-21],"対開講(木1,木2)",○,2
kikai,機械,木,1,前期後,1,,機械工作概論,亀山 雄高,sab111111,61A,対象[26-17],"対開講(月1,木1)",,2
kikai,機械,木,1,前期後,2,,機械力学(1),櫻井 俊彰,sab114101,1BF,対象[20-17],"対開講(木1,木2)",○,2
kikai,機械,木,2,前期,1,,SD PBL(1),小林 志好,saz114201,"61C(1Q),61A (2Q)",対象[26-26],,,2
kikai,機械,木,2,前期,2,,機械力学(1)及び演習・ 実験,櫻井 俊彰 矢作 修一,saz114102,71A,対象[25-21],"対開講(木1,木2)",,2
kikai,機械,木,2,前期前,3,,内燃機関,三原 雄司,saa111204,1BN,対象[24-17],"対開講(月2,木2)",,2
kikai,機械,木,2,前期後,2,,機械力学(1),櫻井 俊彰,sab114101,1BF,対象[20-17],"対開講(木1,木2)",,2
kikai,機械,木,3,前期前,1,AB,線形代数学(1a),田邊 顕一朗,saa114301,12P,対象[26-21],,,2
kikai,機械,木,3,前期前,1,CD,微分積分学(1a),山本 現,saa114302,13K,対象[26-21],,,2
kikai,機械,木,3,前期前,2,,微分方程式論,岸本 喜直,saa111309,61A,対象[25-17],"対開講(月3,木3)",,2
kikai,機械,木,3,前期後,1,AB,線形代数学(1b),田邊 顕一朗,sab114303,12P,対象[26-21],,,2
kikai,機械,木,3,前期後,1,CD,微分積分学(1b),山本 現,sab114304,13K,対象[26-21],,,2
kikai,機械,木,3,前期後,2,,ベクトル解析学,冨士原 民雄,sab114309,12D,対象[25-17],"対開講(木3,金3)",,2
kikai,機械,木,4,前期前,1,,基礎体育(1a),久保 哲也 井村 祥子 栗原 祐二 佐々木 圭,saa114401,-,対象[26-26],,,2
kikai,機械,木,4,前期前,3,,材料加工学,亀山 雄高 小玉 脩平,saa111405,61A,対象[24-21],"対開講(月4,木4)",,2
kikai,機械,木,4,前期後,1,,基礎体育(1b),久保 哲也 井村 祥子 栗原 祐二 佐々木 圭,sab114402,-,対象[26-26],,,2
kikai,機械,木,4,前期後,2,,材料力学(2),小林 志好,sab111402,11A,対象[20-17],"対開講(月4,木4)",,2
kikai,機械,木,4,前期後,3,,材料加工学(2),佐藤 秀明,sab111403,1BG,対象[20-17],"対開講(月4,木4)",,2
kikai,機械,木,4,前期後,3,,制御工学(1),杉町 敏之,sab111404,61A,対象[24-17],"対開講(月4,木4)",,2
